time,power,torque,base_buoy_torque,pulse_torque,total_chain_torque,tau_net,tau_to_generator,clutch_c,clutch_state,total_energy,pulse_count,flywheel_speed_rpm,chain_speed_rpm,clutch_engaged,tank_pressure,overall_efficiency,avg_floater_velocity
10.19999999999998,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,18739.82252107781,True,5.0,0.0,0.0
10.29999999999998,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,18930.808452788086,True,5.0,0.0,0.0
10.399999999999979,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,19121.79438449836,True,5.0,0.0,0.0
10.499999999999979,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,19312.780316208635,True,5.0,0.0,0.0
10.599999999999978,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,19503.76624791891,True,5.0,0.0,0.0
10.699999999999978,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,19694.75217962918,True,5.0,0.0,0.0
10.799999999999978,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,19885.738111339455,True,5.0,0.0,0.0
10.899999999999977,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,20076.72404304973,True,5.0,0.0,0.0
10.999999999999977,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,20267.709974760004,True,5.0,0.0,0.0
11.099999999999977,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,20458.69590647028,True,5.0,0.0,0.0
11.199999999999976,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,20649.681838180553,True,5.0,0.0,0.0
11.299999999999976,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,20840.667769890828,True,5.0,0.0,0.0
11.399999999999975,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,21031.653701601103,True,5.0,0.0,0.0
11.499999999999975,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,21222.639633311377,True,5.0,0.0,0.0
11.599999999999975,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,21413.62556502165,True,5.0,0.0,0.0
11.699999999999974,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,21604.611496731926,True,5.0,0.0,0.0
11.799999999999974,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,21795.5974284422,True,5.0,0.0,0.0
11.899999999999974,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,21986.583360152476,True,5.0,0.0,0.0
11.999999999999973,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,22177.56929186275,True,5.0,0.0,0.0
12.099999999999973,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,22368.555223573025,True,5.0,0.0,0.0
12.199999999999973,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,22559.5411552833,True,5.0,0.0,0.0
12.299999999999972,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,22750.52708699357,True,5.0,0.0,0.0
12.399999999999972,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,22941.513018703845,True,5.0,0.0,0.0
12.499999999999972,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,23132.49895041412,True,5.0,0.0,0.0
12.599999999999971,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,23323.484882124394,True,5.0,0.0,0.0
12.69999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,23514.47081383467,True,5.0,0.0,0.0
12.79999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,23705.456745544943,True,5.0,0.0,0.0
12.89999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,23896.442677255218,True,5.0,0.0,0.0
12.99999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,24087.428608965492,True,5.0,0.0,0.0
13.09999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,24278.414540675767,True,5.0,0.0,0.0
13.199999999999969,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,24469.40047238604,True,5.0,0.0,0.0
13.299999999999969,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,24660.386404096316,True,5.0,0.0,0.0
13.399999999999968,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,24851.37233580659,True,5.0,0.0,0.0
13.499999999999968,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,25042.358267516865,True,5.0,0.0,0.0
13.599999999999968,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,25233.34419922714,True,5.0,0.0,0.0
13.699999999999967,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,25424.330130937415,True,5.0,0.0,0.0
13.799999999999967,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,25615.31606264769,True,5.0,0.0,0.0
13.899999999999967,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,25806.301994357964,True,5.0,0.0,0.0
13.999999999999966,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,25997.28792606824,True,5.0,0.0,0.0
14.099999999999966,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,26188.273857778513,True,5.0,0.0,0.0
14.199999999999966,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,26379.259789488788,True,5.0,0.0,0.0
14.299999999999965,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,26570.24572119906,True,5.0,0.0,0.0
14.399999999999965,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,26761.231652909333,True,5.0,0.0,0.0
14.499999999999964,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,26952.217584619608,True,5.0,0.0,0.0
14.599999999999964,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,27143.203516329882,True,5.0,0.0,0.0
14.699999999999964,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,27334.189448040157,True,5.0,0.0,0.0
14.799999999999963,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,27525.17537975043,True,5.0,0.0,0.0
14.899999999999963,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,27716.161311460706,True,5.0,0.0,0.0
14.999999999999963,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,27907.14724317098,True,5.0,0.0,0.0
15.099999999999962,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,28098.133174881255,True,5.0,0.0,0.0
15.199999999999962,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,28289.11910659153,True,5.0,0.0,0.0
15.299999999999962,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,28480.105038301805,True,5.0,0.0,0.0
15.399999999999961,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,28671.09097001208,True,5.0,0.0,0.0
15.499999999999961,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,28862.076901722354,True,5.0,0.0,0.0
15.59999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,29053.06283343263,True,5.0,0.0,0.0
15.69999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,29244.048765142903,True,5.0,0.0,0.0
15.79999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,29435.034696853178,True,5.0,0.0,0.0
15.89999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,29626.020628563452,True,5.0,0.0,0.0
15.99999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,29817.006560273727,True,5.0,0.0,0.0
16.09999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,30007.992491984,True,5.0,0.0,0.0
16.19999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,30198.978423694272,True,5.0,0.0,0.0
16.29999999999996,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,30389.964355404547,True,5.0,0.0,0.0
16.399999999999963,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,30580.95028711482,True,5.0,0.0,0.0
16.499999999999964,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,30771.936218825096,True,5.0,0.0,0.0
16.599999999999966,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,30962.92215053537,True,5.0,0.0,0.0
16.699999999999967,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,31153.908082245645,True,5.0,0.0,0.0
16.79999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,31344.89401395592,True,5.0,0.0,0.0
16.89999999999997,0.0,231.06567307669997,,,,231.06567307669997,231.06567307669997,1.0,engaged,0.0,3,0.0,31535.879945666195,True,5.0,0.0,0.0
